{a0} be in {a1}	{a0} can be {a1}	1	1
{a0} be come to {a1}	{a1} muppet with {a0}	1	1
{a0} get {a1}	{a0} will be take at {a1}	1	1
{a0} expose {a1}	{a0} will drive {a1}	1	1
to save {a1} on {a0}	{a0} have {a1}	1	1
{a0} arrest {a1}	{a0} take {a1}	1	1
{a0} take {a1}	{a1} look like for {a0}	1	1
{a0} drop down {a1}	{a0} drop {a1}	1	1
{a0} get {a1}	{a0} to cost {a1}	1	1
{a0} mean {a1}	{a0} seek {a1}	1	1
{a0} injure {a1}	{a0} stagger with {a1}	1	1
{a0} bring in {a1}	{a0} earn {a1}	1	1
{a0} describe {a1}	{a1} bring for {a0}	1	1
to get {a0} to {a1}	{a0} would move {a1}	1	1
{a0} attract {a1}	{a0} stop {a1}	1	1
{a0} hat {a1}	{a1} humiliate {a0}	1	1
{a0} can capitalize on {a1}	{a0} have against {a1}	1	1
look to {a0} over {a1}	{a0} lead {a1}	1	1
{a0} be tie to {a1}	{a0} have with {a1}	1	1
{a0} be involve in {a1}	{a0} deny {a1}	1	1
to work for {a0} via {a1}	{a0} can not do {a1}	1	1
{a0} may condemn {a1}	{a0} may have condemn {a1}	1	1
{a0} arrive for {a1}	{a0} urge {a1}	1	1
{a0} can not report {a1}	{a0} do not have {a1}	1	1
{a0} do not eat {a1}	{a0} eat {a1}	1	1
arrest in {a0} {a1}	{a1} dominate from {a0}	1	1
{a0} mull {a1}	{a0} see {a1}	1	1
{a0} assign {a1}	{a0} create {a1}	1	1
save {a0} from {a1}	{a0} get {a1}	1	1
give {a0} to {a1}	{a1} do not want {a0}	1	1
{a0} can not be trust on {a1}	{a0} owe {a1}	1	1
{a0} sit like {a1}	{a0} will wait until {a1}	1	1
{a0} ban {a1}	{a0} be not look out for {a1}	1	1
be cut {a0} on {a1}	support {a0} on {a1}	1	1
change {a0} over {a1}	to see {a0} on {a1}	1	1
{a0} define {a1}	{a0} enter {a1}	1	1
be {a0} {a1}	{a0} could be {a1}	1	1
{a0} double down on {a1}	{a0} suffer {a1}	1	1
{a0} earn {a1}	{a0} top over {a1}	1	1
{a0} oppose to {a1}	{a1} offer {a0}	1	1
{a0} say {a1}	{a0} to see {a1}	1	1
{a0} be close in on {a1}	{a1} would never have come to {a0}	1	1
{a0} ' accuse {a1}	{a1} leave {a0}	1	1
{a0} will be make over {a1}	{a1} could force {a0}	1	1
{a0} put {a1}	{a1} wrap from {a0}	1	1
{a0} congratulate {a1}	{a0} elect {a1}	1	1
{a0} will become {a1}	{a0} will win {a1}	1	1
{a0} compare {a1}	{a0} refer to {a1}	1	1
{a0} accept {a1}	{a1} march against {a0}	1	1
with {a0} name {a1}	{a0} vote {a1}	1	1
{a0} shoot {a1}	{a1} grab {a0}	1	1
{a0} be out of {a1}	{a0} miss {a1}	1	1
{a0} pummel {a1}	{a1} fall to {a0}	1	1
{a0} could file {a1}	{a0} must follow {a1}	1	1
{a0} plow into {a1}	{a0} veer into {a1}	1	1
{a0} should resign as {a1}	{a1} name {a0}	1	1
{a0} lose {a1}	{a1} hide {a0}	1	1
{a0} be out of {a1}	{a0} to boost {a1}	1	1
{a0} have against {a1}	{a1} mock {a0}	1	1
{a0} be kill in {a1}	{a1} have kill {a0}	1	1
{a0} edit in {a1}	{a0} get edit in {a1}	1	1
{a0} praise {a1}	{a1} put {a0}	1	1
{a0} may have leak {a1}	{a0} pay {a1}	1	1
to survive {a0} in {a1}	trap in {a0} as {a1}	1	1
{a0} should remind {a1}	{a1} threaten {a0}	1	1
{a0} edit {a1}	{a0} use {a1}	1	1
{a0} face {a1}	{a0} to be charge with {a1}	1	1
{a0} do not work via {a1}	{a0} sound via {a1}	1	1
say {a0} via {a1}	{a0} find via {a1}	1	1
watch {a0} to {a1}	{a0} deny {a1}	1	1
{a0} announce {a1}	{a0} will have {a1}	1	1
do not drag {a0} into {a1}	for {a0} {a1}	1	1
to elevate {a0} in {a1}	{a1} can work for {a0}	1	1
via {a1} see {a0}	{a0} will kill {a1}	1	1
to lose {a0} from {a1}	{a1} dwindle to {a0}	1	1
stab to {a1} in {a0}	{a0} clear in {a1}	1	1
{a0} fight for {a1}	{a0} make up {a1}	1	1
strike {a0} with {a1}	{a0} produce {a1}	1	1
{a0} elect {a1}	{a1} take over {a0}	1	1
{a0} snoop on {a1}	{a1} pay {a0}	1	1
{a0} can outsmart {a1}	{a1} begin in {a0}	1	1
to be see beyond {a0} via {a1}	{a0} get {a1}	1	1
{a0} to be {a1}	{a0} will quit as {a1}	1	1
{a0} welcome {a1}	{a1} playbook for {a0}	1	1
{a0} be change {a1}	{a0} be remove {a1}	1	1
equate {a0} with {a1}	like {a1} {a0}	1	1
of {a0} {a1}	upset at {a1} for {a0}	1	1
{a0} crash {a1}	{a0} find {a1}	1	1
at {a1} {a0}	{a0} shoot {a1}	1	1
{a0} have be protect {a1}	{a1} compare to {a0}	1	1
{a0} could have do with {a1}	{a1} leave {a0}	1	1
{a0} overrule {a1}	{a0} put {a1}	1	1
{a0} deal with {a1}	{a1} threaten to {a0}	1	1
{a0} rally after {a1}	{a1} deliver {a0}	1	1
{a0} do not want {a1}	{a0} would go without {a1}	1	1
{a0} be not do with {a1}	{a0} like about {a1}	1	1
{a0} can not be {a1}	{a0} to be {a1}	1	1
{a0} give {a1}	{a0} justify {a1}	1	1
trust {a0} as {a1}	{a1} donald {a0}	1	1
{a0} buy {a1}	{a1} be be sell to {a0}	1	1
{a0} to be show in {a1}	{a1} to show {a0}	1	1
{a0} be not {a1}	{a0} woo {a1}	1	1
{a0} be clear of {a1}	{a0} urge {a1}	1	1
from {a0} have push {a1}	{a0} have push {a1}	1	1
{a0} deal {a1}	{a1} prez {a0}	1	1
{a0} be kill {a1}	{a0} say {a1}	1	1
{a0} insure {a1}	{a1} will suffer under {a0}	1	1
{a0} drag {a1}	{a0} need {a1}	1	1
{a0} compare {a1}	{a1} find via {a0}	1	1
{a0} arrive on {a1}	{a0} visit {a1}	1	1
{a0} be turn {a1}	{a0} win {a1}	1	1
{a0} earn {a1}	{a0} estimate {a1}	1	1
{a0} blame {a1}	{a0} crack down on {a1}	1	1
to take {a1} from {a0}	{a0} will lose {a1}	1	1
to buy {a0} via {a1}	to buy {a0} {a1}	1	1
{a0} be not {a1}	{a0} grow {a1}	1	1
in {a1} {a0}	{a0} regular {a1}	1	1
to attend {a1} with {a0}	{a0} win {a1}	1	1
close {a1} on {a0}	{a0} be for {a1}	1	1
{a0} need {a1}	{a0} stop {a1}	1	1
{a0} be vet before {a1}	{a1} would slash {a0}	1	1
{a0} be come on {a1}	{a0} will set up {a1}	1	1
{a0} be not {a1}	{a0} crack {a1}	1	1
empower {a0} from {a1}	{a0} make {a1}	1	1
send {a0} to {a1}	to boost {a0} in {a1}	1	1
{a0} be spend {a1}	{a0} golf for {a1}	1	1
{a0} hurt {a1}	{a0} suffer {a1}	1	1
to link {a0} to {a1}	{a0} urge {a1}	1	1
{a0} call {a1}	{a1} lose {a0}	1	1
{a0} have {a1}	{a1} benefit {a0}	1	1
{a0} can disarm {a1}	{a1} make {a0}	1	1
{a0} complain about {a1}	{a0} to think {a1}	1	1
{a0} have not change {a1}	{a0} spy on {a1}	1	1
be {a0} under {a1}	to vote {a1} via {a0}	1	1
{a0} to star as {a1}	{a0} will play {a1}	1	1
{a0} lead to {a1}	{a1} seek {a0}	1	1
{a0} be not ask for {a1}	{a0} give {a1}	1	1
{a0} will sue {a1}	{a1} top {a0}	1	1
to question at {a0} about {a1}	{a0} be be hold over {a1}	1	1
{a0} be launch {a1}	{a0} confirm {a1}	1	1
{a0} outsmart {a1}	{a1} to form {a0}	1	1
{a0} will be translate for {a1}	{a0} will go in {a1}	1	1
offer {a0} to {a1}	{a0} treat {a1}	1	1
{a0} be nominate for {a1}	{a0} say {a1}	1	1
around {a0} {a1}	pursue {a1} through {a0}	1	1
to oppose {a0} for {a1}	{a1} overrule {a0}	1	1
{a0} president {a1}	{a1} pay {a0}	1	1
to follow {a0} out of {a1}	{a0} will notify {a1}	1	1
{a0} face {a1}	{a0} pose {a1}	1	1
{a0} carjack in {a1}	{a1} hit {a0}	1	1
{a0} lie about {a1}	{a0} speak {a1}	1	1
{a0} be in {a1}	{a0} soften {a1}	1	1
{a0} would fit on {a1}	{a1} overturn {a0}	1	1
{a0} will ask {a1}	{a1} appear before {a0}	1	1
{a0} be push {a1}	{a0} pass {a1}	1	1
{a0} say {a1}	{a0} start {a1}	1	1
to waive off {a0} in {a1}	{a1} will waive {a0}	1	1
{a0} settle for {a1}	{a0} write off {a1}	1	1
{a0} end with {a1}	{a1} stay for {a0}	1	1
at {a0} {a1}	{a1} must be shake {a0}	1	1
{a0} should suspend {a1}	{a0} to suspend {a1}	1	1
{a0} be out of {a1}	{a0} may have withdraw {a1}	1	1
eat {a1} at {a0}	{a0} be not work for {a1}	1	1
see {a0} as {a1}	{a0} have {a1}	1	1
{a0} be dumbing down {a1}	{a0} would hurt {a1}	1	1
{a0} be get {a1}	{a0} tweet {a1}	1	1
{a0} be raise {a1}	{a0} have hike {a1}	1	1
{a0} hit {a1}	{a1} haaretz {a0}	1	1
hold {a1} with {a0}	{a0} get in {a1}	1	1
{a0} tap {a1}	{a1} march against {a0}	1	1
{a0} comeyhearing {a1}	{a1} love {a0}	1	1
{a0} tell {a1}	{a0} would sue {a1}	1	1
{a0} attack {a1}	{a0} outspending {a1}	1	1
erase {a0} in {a1}	write off {a0} in {a1}	1	1
{a0} to know {a1}	{a0} write {a1}	1	1
connect {a0} to {a1}	{a1} meet with {a0}	1	1
{a0} press {a1}	{a1} will school {a0}	1	1
to monitor {a0} in {a1}	{a0} repeat {a1}	1	1
to apologize to {a0} for {a1}	{a1} baffle {a0}	1	1
{a0} be to {a1}	{a1} may not go to {a0}	1	1
to stop {a0} by {a1}	{a1} pull {a0}	1	1
{a0} speak at {a1}	{a0} tell {a1}	1	1
{a0} maul to {a1}	{a0} stomp to {a1}	1	1
{a0} do not do {a1}	{a0} stand on {a1}	1	1
to appeal {a0} {a1}	{a0} mean {a1}	1	1
{a0} lead {a1}	{a0} to captain {a1}	1	1
{a0} depart on {a1}	{a0} send on {a1}	1	1
{a0} feed {a1}	{a0} stand up for {a1}	1	1
{a0} see {a1}	{a1} hurt {a0}	1	1
{a0} affect {a1}	{a0} be eliminate {a1}	1	1
{a0} to wiretap {a1}	{a1} take {a0}	1	1
in {a0} miss {a1}	list in {a1} for {a0}	1	1
make {a0} with {a1}	{a0} marginalize {a1}	1	1
to do {a1} for {a0}	{a0} get {a1}	1	1
{a0} must release {a1}	{a0} propose {a1}	1	1
{a0} send {a1}	{a0} slash {a1}	1	1
{a0} foretell {a1}	{a0} threaten {a1}	1	1
{a0} do influence {a1}	{a1} visit {a0}	1	1
{a0} care for {a1}	{a1} vote for {a0}	1	1
amid {a1} {a0}	{a0} repeat {a1}	1	1
{a0} fail in {a1}	{a1} will vote on {a0}	1	1
pull on {a0} via {a1}	via {a1} {a0}	1	1
get {a0} in {a1}	profit from {a1} {a0}	1	1
{a0} be not {a1}	{a0} repeat {a1}	1	1
{a0} reverse {a1}	{a1} be confirm to {a0}	1	1
under {a0} {a1}	{a0} would leave {a1}	1	1
{a0} be leave {a1}	{a1} have ruin {a0}	1	1
to cut down {a0} to {a1}	to gen {a0} to {a1}	1	1
{a0} be rap {a1}	{a0} learn {a1}	1	1
with {a0} pick for {a1}	{a0} to be nominate to {a1}	1	1
{a0} be put {a1}	{a0} will require {a1}	1	1
{a0} launch {a1}	{a1} need {a0}	1	1
{a0} can explore {a1}	{a1} be work with {a0}	1	1
{a0} cut to {a1}	{a1} will open for {a0}	1	1
{a0} go to {a1}	{a1} win {a0}	1	1
{a0} have disappear into {a1}	{a0} think {a1}	1	1
uk as {a0} {a1}	{a0} emerge of {a1}	1	1
{a0} should be learn from {a1}	{a1} can disarm {a0}	1	1
{a0} drop {a1}	{a0} ease {a1}	1	1
{a0} describe {a1}	{a0} speak about {a1}	1	1
for {a0} parody {a1}	{a0} have be troll {a1}	1	1
miss {a0} due {a1}	skip {a0} during {a1}	1	1
{a0} wo not lose {a1}	{a1} can punish {a0}	1	1
to hand {a0} {a1}	{a0} have {a1}	1	1
{a0} can avoid via {a1}	{a0} will prevail {a1}	1	1
{a0} should strike {a1}	{a0} want {a1}	1	1
get rid of {a1} for {a0}	{a0} could lose {a1}	1	1
{a0} battle {a1}	{a0} diagnose with {a1}	1	1
to influence {a0} as {a1}	{a1} hide behind {a0}	1	1
{a0} be put {a1}	{a0} be seek {a1}	1	1
{a0} eliminate {a1}	{a0} rattle {a1}	1	1
{a0} to target {a1}	{a1} be use {a0}	1	1
deliver {a0} on {a1}	fund {a0} on {a1}	1	1
save {a0} on {a1}	to cut {a0} on {a1}	1	1
{a0} should make before {a1}	{a0} wo not back down in {a1}	1	1
{a0} repeal {a1}	{a0} should have learn from {a1}	1	1
from {a0} {a1}	{a1} recall over {a0}	1	1
will lower {a0} by {a1}	will plummet {a0} by {a1}	1	1
{a0} take {a1}	{a0} wrestle {a1}	1	1
{a0} break out between {a1}	{a1} foil {a0}	1	1
{a0} fall to {a1}	{a1} trail {a0}	1	1
{a0} face {a1}	{a0} feel {a1}	1	1
{a0} confirm {a1}	{a0} pay via {a1}	1	1
{a0} fall for {a1}	{a1} accuse {a0}	1	1
{a0} may have ask {a1}	{a1} reject {a0}	1	1
{a0} kick {a1}	{a1} resist {a0}	1	1
{a0} set up {a1}	{a0} should be strip of {a1}	1	1
{a0} be from {a1}	{a1} have take {a0}	1	1
shape by {a0} via {a1}	to cut by {a0} via {a1}	1	1
{a0} appear before {a1}	{a1} must ask {a0}	1	1
{a0} kill {a1}	{a1} could be impact under {a0}	1	1
{a0} b {a1}	{a0} be be {a1}	1	1
{a0} be refer to {a1}	{a0} blame {a1}	1	1
{a0} fly to {a1}	{a0} greet {a1}	1	1
drive {a0} with {a1}	steer {a0} with {a1}	1	1
{a0} continue {a1}	{a0} defend {a1}	1	1
{a0} to attack {a1}	{a0} will fight against {a1}	1	1
{a0} give {a1}	{a1} rely via {a0}	1	1
{a0} trigger {a1}	{a1} blast {a0}	1	1
{a0} could put {a1}	{a1} would lose {a0}	1	1
{a0} be for {a1}	{a0} would be {a1}	1	1
{a0} will miss {a1}	{a1} wo not be at {a0}	1	1
from {a0} be leave {a1}	{a1} borrow from {a0}	1	1
{a0} do not come to {a1}	{a1} be not work for {a0}	1	1
{a0} will be in {a1}	{a1} be not in {a0}	1	1
{a0} defend {a1}	{a1} not laugh at {a0}	1	1
{a0} to send {a1}	{a1} trace {a0}	1	1
to sue {a0} for {a1}	{a0} succeed in {a1}	1	1
{a0} to be welcome on {a1}	{a1} meet {a0}	1	1
{a0} call to {a1}	{a0} find at {a1}	1	1
to captain {a0} against {a1}	{a1} will captain {a0}	1	1
be bring {a0} as {a1}	pick {a0} as {a1}	1	1
{a0} explain {a1}	{a0} take {a1}	1	1
amid {a0} {a1}	{a1} repeat {a0}	1	1
{a0} make {a1}	{a0} pitch {a1}	1	1
{a0} be out of {a1}	{a0} would doom {a1}	1	1
{a0} acquit in {a1}	{a0} take over {a1}	1	1
{a0} hit {a1}	{a0} to meet with {a1}	1	1
{a0} celebrate {a1}	{a0} look at {a1}	1	1
disentangle {a0} from {a1}	{a1} mock {a0}	1	1
{a0} tell {a1}	{a1} be be hunt with {a0}	1	1
{a0} escape {a1}	{a0} free {a1}	1	1
{a0} report {a1}	{a1} want via {a0}	1	1
{a0} go after {a1}	{a0} go for {a1}	1	1
{a0} urge {a1}	{a1} check {a0}	1	1
{a0} have grant {a1}	{a0} will grant {a1}	1	1
to testify in {a0} {a1}	{a1} get clobber in {a0}	1	1
after {a0} {a1}	{a0} deal with {a1}	1	1
{a0} mock {a1}	{a1} mention {a0}	1	1
to outdo {a0} at {a1}	{a0} address {a1}	1	1
{a0} take {a1}	{a0} to prepare for {a1}	1	1
to keep {a0} on {a1}	{a0} have {a1}	1	1
{a0} admit drumpf {a1}	{a0} admit trumplie {a1}	1	1
treat {a0} with {a1}	{a0} erode {a1}	1	1
{a0} savage {a1}	{a1} say on {a0}	1	1
{a0} be fail as {a1}	{a0} become {a1}	1	1
from {a0} {a1}	{a0} mock {a1}	1	1
{a0} to apologize to {a1}	{a0} urge {a1}	1	1
{a0} be up {a1}	{a0} choose up {a1}	1	1
{a0} go to {a1}	{a1} be abuse {a0}	1	1
{a0} be learn from {a1}	{a1} help {a0}	1	1
{a0} change {a1}	{a0} do not give {a1}	1	1
{a0} join {a1}	{a0} thrash {a1}	1	1
to prove {a1} to {a0}	{a0} stick to {a1}	1	1
{a0} do {a1}	{a0} may be parrot {a1}	1	1
{a0} can order {a1}	{a1} work for {a0}	1	1
{a0} meet {a1}	{a1} turn over {a0}	1	1
{a0} make about {a1}	{a1} want from {a0}	1	1
{a0} withdraw {a1}	{a0} wo not cut {a1}	1	1
{a0} be kick out of {a1}	{a0} spur {a1}	1	1
{a0} tell {a1}	{a1} should apologise to {a0}	1	1
fund {a0} on {a1}	will take {a0} on {a1}	1	1
{a0} urge {a1}	{a1} sell {a0}	1	1
{a0} must tackle {a1}	{a0} warn {a1}	1	1
{a0} be surveilling {a1}	{a1} lift {a0}	1	1
wait {a1} via {a0}	{a0} slam {a1}	1	1
{a0} go before {a1}	{a0} smile before {a1}	1	1
{a0} belong to {a1}	{a0} vote for {a1}	1	1
{a0} pick up {a1}	{a1} be in {a0}	1	1
unlike {a0} {a1}	{a1} wo not apologize to {a0}	1	1
{a0} be cut {a1}	{a0} save {a1}	1	1
{a0} could have {a1}	{a0} organize {a1}	1	1
{a0} look like {a1}	{a1} spy on {a0}	1	1
{a0} explain {a1}	{a0} expose {a1}	1	1
{a0} be on {a1}	{a0} wo not be watch {a1}	1	1
{a0} should retract {a1}	{a1} tap {a0}	1	1
bring {a0} on {a1}	{a0} be be ban on {a1}	1	1
{a0} perform in {a1}	{a1} listen to {a0}	1	1
{a0} pay {a1}	{a1} can not accept {a0}	1	1
at {a0} {a1}	{a1} offer {a0}	1	1
{a0} will testify before {a1}	{a0} will testify in {a1}	1	1
{a0} invest in {a1}	{a1} join {a0}	1	1
{a0} lose via {a1}	{a0} lose {a1}	1	1
re {a0} {a1}	{a0} will school {a1}	1	1
{a0} be spy on {a1}	{a1} say {a0}	1	1
{a0} deny {a1}	{a0} do {a1}	1	1
{a0} graduate {a1}	{a0} will graduate {a1}	1	1
{a0} decline by {a1}	{a0} fall by {a1}	1	1
to ask {a0} from {a1}	{a0} cry for {a1}	1	1
{a0} of {a1}	{a1} will be about {a0}	1	1
{a0} be be question on {a1}	{a0} stand by {a1}	1	1
retain {a0} for {a1}	{a0} can save {a1}	1	1
to kill {a0} with {a1}	{a0} shoot {a1}	1	1
{a0} go to {a1}	{a0} pull from {a1}	1	1
{a0} change {a1}	{a0} travel around {a1}	1	1
{a0} do not understand {a1}	{a1} trust {a0}	1	1
{a0} meet with {a1}	{a1} laugh at {a0}	1	1
{a0} found {a1}	{a0} groom {a1}	1	1
{a0} say of {a1}	{a1} warn {a0}	1	1
{a0} order {a1}	{a1} be accuse {a0}	1	1
{a0} hide {a1}	{a0} sign {a1}	1	1
{a0} playbook for {a1}	{a1} greet {a0}	1	1
{a0} take {a1}	{a1} beg {a0}	1	1
{a0} become under {a1}	{a1} will attend {a0}	1	1
to crimp {a0} to {a1}	{a0} weaken {a1}	1	1
{a0} look at {a1}	{a0} would heed {a1}	1	1
{a0} have tell {a1}	{a0} hit at {a1}	1	1
{a0} have schedule {a1}	{a0} hold {a1}	1	1
{a0} build on {a1}	{a0} peel following {a1}	1	1
{a0} leave {a1}	{a1} starve in {a0}	1	1
surge {a0} through {a1}	{a0} have {a1}	1	1
{a0} have replace {a1}	{a0} knock {a1}	1	1
{a0} get {a1}	{a0} to be fin {a1}	1	1
{a0} flint {a1}	{a0} give {a1}	1	1
{a0} persist with {a1}	{a0} repeat {a1}	1	1
{a0} do not make {a1}	{a0} have {a1}	1	1
after {a0} {a1}	{a1} snub {a0}	1	1
{a0} be name {a1}	{a0} float {a1}	1	1
to have {a0} as {a1}	{a0} swear in as up {a1}	1	1
{a0} say {a1}	{a0} take to {a1}	1	1
haunt {a0} via {a1}	{a0} stand via {a1}	1	1
{a0} be propose {a1}	{a0} libel {a1}	1	1
with {a0} warn {a1}	{a1} accuse {a0}	1	1
{a0} get slap with {a1}	{a0} get {a1}	1	1
{a0} hunt {a1}	{a0} to charge {a1}	1	1
{a0} identify {a1}	{a1} call {a0}	1	1
{a0} be injure at {a1}	{a0} have be injure in {a1}	1	1
{a0} to win {a1}	{a1} would benefit {a0}	1	1
{a0} mow by {a1}	{a1} hit {a0}	1	1
{a0} can get {a1}	{a1} leave {a0}	1	1
judge {a0} over {a1}	{a1} be on {a0}	1	1
{a0} have identify {a1}	{a1} be evade {a0}	1	1
mashable {a0} in {a1}	socialmedia {a0} in {a1}	1	1
{a0} edge into {a1}	{a0} liberate {a1}	1	1
to apologize to {a1} for {a0}	to cover {a0} with {a1}	1	1
{a0} crown {a1}	{a1} change {a0}	1	1
{a0} announce as {a1}	{a0} to be swear in as {a1}	1	1
{a0} be lie to {a1}	{a1} may conclude {a0}	1	1
{a0} be create {a1}	{a0} finish {a1}	1	1
{a0} bring {a1}	{a1} prez {a0}	1	1
{a0} hit against {a1}	{a1} lead {a0}	1	1
{a0} stab near {a1}	{a1} meet {a0}	1	1
{a0} set up {a1}	{a0} sign {a1}	1	1
in {a0} be not advertise {a1}	{a0} release {a1}	1	1
{a0} go to {a1}	{a0} will do at {a1}	1	1
be bring {a0} as {a1}	make {a0} {a1}	1	1
{a0} will fail | {a1}	{a1} republicans {a0}	1	1
{a0} deny {a1}	{a0} may have be investigate {a1}	1	1
{a0} be before {a1}	{a1} will bury {a0}	1	1
make {a0} by {a1}	make {a0} via {a1}	1	1
{a0} must drive {a1}	{a0} supply {a1}	1	1
{a0} may help {a1}	{a0} turn at {a1}	1	1
{a0} issue {a1}	{a1} to apologise to {a0}	1	1
{a0} indict {a1}	{a1} get {a0}	1	1
to give up on {a0} with {a1}	{a0} have fail as {a1}	1	1
during {a0} recall {a1}	{a0} rely on {a1}	1	1
sell in {a0} than {a1}	{a0} tell {a1}	1	1
{a0} be cut {a1}	{a0} could boost {a1}	1	1
{a0} should strike {a1}	{a0} will have {a1}	1	1
{a0} to penalise {a1}	{a1} leave {a0}	1	1
{a0} run for {a1}	{a0} will be out of {a1}	1	1
{a0} get {a1}	{a0} make for {a1}	1	1
to market {a0} in {a1}	{a1} help {a0}	1	1
{a0} be ignore {a1}	{a0} deny {a1}	1	1
to be hold on {a1} after {a0}	to trigger {a0} on {a1}	1	1
{a0} deal with {a1}	{a1} say {a0}	1	1
{a0} will expose {a1}	{a1} do not want {a0}	1	1
{a0} get rid of {a1}	{a0} kill off {a1}	1	1
{a0} shoot to {a1}	{a0} suspect in {a1}	1	1
to tour {a1} in {a0}	{a0} accuse {a1}	1	1
{a0} be stab to {a1}	{a0} choke to {a1}	1	1
{a0} have be vote {a1}	{a0} win {a1}	1	1
{a0} crash into {a1}	{a0} die after {a1}	1	1
to stop {a1} via {a0}	{a0} must move after {a1}	1	1
{a0} come out as {a1}	{a1} shoot {a0}	1	1
{a0} trump {a1}	{a1} represent {a0}	1	1
{a0} enforce {a1}	{a0} require {a1}	1	1
{a0} collude with {a1}	{a0} will travel to {a1}	1	1
defeat {a1} for {a0}	{a0} to learn {a1}	1	1
{a0} become {a1}	{a0} criticize {a1}	1	1
{a0} hate {a1}	{a0} pay {a1}	1	1
to pay for {a0} at {a1}	{a0} want because {a1}	1	1
{a0} do not wash {a1}	{a0} pay {a1}	1	1
swear in as {a0} in {a1}	{a1} become {a0}	1	1
{a0} have surpass {a1}	{a0} make {a1}	1	1
to settle {a0} outside {a1}	to sort {a0} outside {a1}	1	1
{a0} begin {a1}	{a0} go {a1}	1	1
do {a0} by {a1}	{a0} must target {a1}	1	1
to watch {a0} vs {a1}	{a1} face {a0}	1	1
{a0} live {a1}	{a1} top for {a0}	1	1
save {a1} on {a0}	{a0} chuck {a1}	1	1
{a0} be not {a1}	{a1} could take down {a0}	1	1
{a0} arrive at {a1}	{a0} must establish at {a1}	1	1
{a0} should question {a1}	{a0} will lead {a1}	1	1
{a0} to meet with {a1}	{a1} ignore {a0}	1	1
{a0} take on {a1}	{a0} thrash {a1}	1	1
{a0} follow {a1}	{a1} schrinks {a0}	1	1
{a0} may have be in {a1}	{a0} may not have {a1}	1	1
..............stabb in {a0} after {a1}	stab in {a0} after {a1}	1	1
put {a0} via {a1}	refuse over {a0} via {a1}	1	1
{a0} friday {a1}	{a0} say of {a1}	1	1
from {a0} {a1}	{a1} have fall out of {a0}	1	1
{a0} appear at {a1}	{a0} will testify at {a1}	1	1
{a0} go to {a1}	{a1} rebuke {a0}	1	1
{a0} clash with {a1}	{a1} have call {a0}	1	1
across {a1} {a0}	to protect {a0} from {a1}	1	1
for {a0} {a1}	{a0} can not file {a1}	1	1
{a0} ink {a1}	{a0} take {a1}	1	1
{a0} lie about {a1}	{a0} wipe {a1}	1	1
{a0} be exploit {a1}	{a0} be shrink {a1}	1	1
{a0} be not about {a1}	{a1} check {a0}	1	1
{a0} screw {a1}	{a1} go to {a0}	1	1
{a0} kill {a1}	{a0} will ban {a1}	1	1
{a0} suggest {a1}	{a1} could be need for {a0}	1	1
{a0} lift {a1}	{a1} slam {a0}	1	1
{a0} be out of {a1}	{a0} know about {a1}	1	1
{a0} resonate with {a1}	{a1} flock from around {a0}	1	1
leave {a0} in {a1}	{a0} be in {a1}	1	1
along with {a0} {a1}	{a1} repudiate {a0}	1	1
{a0} do {a1}	{a0} to open {a1}	1	1
with {a0} may undo {a1}	{a0} may cripple {a1}	1	1
{a0} seek in {a1}	{a0} stab to {a1}	1	1
{a0} ram {a1}	{a1} be evacuate near {a0}	1	1
{a0} point to {a1}	{a1} float {a0}	1	1
{a0} be take {a1}	{a1} be experience {a0}	1	1
{a0} be accuse according to {a1}	{a1} accuse {a0}	1	1
{a0} be in over {a1}	{a0} expect {a1}	1	1
{a0} show {a1}	{a0} whisper {a1}	1	1
{a0} plead via {a1}	{a0} tell via {a1}	1	1
side with {a1} over {a0}	{a0} stand by {a1}	1	1
to foreclose on {a0} without {a1}	{a0} struggle with {a1}	1	1
cover {a0} to {a1}	{a0} appear before {a1}	1	1
{a0} say {a1}	{a1} be keep {a0}	1	1
{a0} dig {a1}	{a0} should have touch {a1}	1	1
{a0} do not hack {a1}	{a0} tamper in {a1}	1	1
{a0} have be over {a1}	{a1} vote for {a0}	1	1
in {a0} {a1}	{a1} say on {a0}	1	1
{a0} press {a1}	{a1} put {a0}	1	1
{a0} overcome {a1}	{a0} unite {a1}	1	1
{a0} warn {a1}	{a1} call {a0}	1	1
{a0} playbook for {a1}	{a1} disagree with {a0}	1	1
{a0} add {a1}	{a0} would add {a1}	1	1
{a0} collude with {a1}	{a1} buy {a0}	1	1
{a0} may not have beat {a1}	{a0} upset {a1}	1	1
{a0} believe in {a1}	{a0} roll {a1}	1	1
impersonate {a0} via {a1}	release in {a0} via {a1}	1	1
{a0} improve {a1}	{a1} be on {a0}	1	1
to cut {a0} from {a1}	to raise {a0} in {a1}	1	1
inside {a0} mull {a1}	{a0} mull {a1}	1	1
{a0} confirm {a1}	{a1} wo not commit {a0}	1	1
{a0} seize {a1}	{a0} travel {a1}	1	1
{a0} blame {a1}	{a1} be rap at {a0}	1	1
{a0} lose in {a1}	{a0} vote {a1}	1	1
{a0} give {a1}	{a0} push for {a1}	1	1
{a0} involve in {a1}	{a0} seek {a1}	1	1
roll back {a0} via {a1}	roll {a0} via {a1}	1	1
from {a0} {a1}	{a1} may to pay {a0}	1	1
